latitude,longitude,tanggal,kelurahan,kecamatan,wilayah
-6.334245,106.902153,21 November 2017,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur
-6.204836,106.862861,21 November 2017,Kayu manis,Matraman, Kota Administrasi Jakarta Timur
-6.344667,106.857377,21 November 2017,Pekayon,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.209333,106.760474,21 November 2017,Srengseng,Kembangan, Kota Administrasi Jakarta Barat
-6.311916,106.81589,22 November 2017,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.208981,106.818399,23 November 2017,karet tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.281632,106.877919,23 November 2017,Pinang Ranti,Makasar, Kota Administrasi Jakarta Timur
-6.198254,106.838071,23 November 2017,Menteng,Menteng, Kota Administrasi Jakarta Pusat
-6.17767,106.743339,23 November 2017,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.141966,106.72277,23 November 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.23422,106.859971,24 November 2017,Kebon Baru,Tebet, Kota Administrasi Jakarta Selatan
-6.097616,106.962187,24 November 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.189726,106.797287,24 November 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.171251,106.701796,25 November 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.140576,106.753001,25 November 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.293018,106.848756,25 November 2017,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.276462,106.824278,26 November 2017,Pejaten Barat,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.165442,106.802285,26 November 2017,Duri Pulo,Gambir, Kota Administrasi Jakarta Pusat
-6.113925,106.771701,26 November 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.203168,106.856658,26 November 2017,Kebon Manggis,Matraman, Kota Administrasi Jakarta Timur
-6.241119,106.787603,27 November 2017,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.232086,106.795243,27 November 2017,Gunung,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.15986,106.80517,28 November 2017,Duri Selatan,Tambora, Kota Administrasi Jakarta Barat
-6.187533,106.857732,29 November 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.236706,106.872908,29 November 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.123905,106.927611,29 November 2017,Semper Barat,Cilincing, Kota Administrasi Jakarta Utara
-6.214048,106.860223,29 November 2017,Kampung Mester/Melayu,Jatinegara, Kota Administrasi Jakarta Timur
-6.158529,106.837297,29 November 2017,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.165714,106.727846,29 November 2017,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat
-6.176305,106.847107,30 November 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.241193,106.931182,30 November 2017,pondok kopi,Duren Sawit, Kota Administrasi Jakarta Timur
-6.100787,106.799763,30 November 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.177735,106.847004,01 Desember 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.200902,106.935108,01 Desember 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.250445,106.870978,01 Desember 2017,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur
-6.267958,106.868171,01 Desember 2017,Kramat Jati,Kramat Jati, Kota Administrasi Jakarta Timur
-6.252195,106.791134,02 Desember 2017,gandaria utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.121808,106.884157,02 Desember 2017,Sungai bambu,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.219839,106.904684,02 Desember 2017,klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.215125,106.872707,02 Desember 2017,Rawa bunga,Jatinegara, Kota Administrasi Jakarta Timur
-6.331377,106.854026,02 Desember 2017,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.165536,106.819288,03 Desember 2017,Petojo utara,Gambir, Kota Administrasi Jakarta Pusat
-6.340888,106.85567,03 Desember 2017,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.131766,106.869922,03 Desember 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
